0.30573,0.022999,1.2858,5.0613,0.0011447,0.00060028,0.00030837,0.00016583,9.018e-05,4.9874e-05,2.786e-05,0.070033,0.0011307,0.027688,0.0015937,0.059259,0.072498,0.0031419,0.008628,0.00082155,0.0012783,0.13815,0.0037262,0.013675,0.0056813,0.035884,0.21421,0.0017459,0.064591,0.0051791,0.038258,0.14331,0.0071975,0.020242,0.0036074,0.013103,0.089755,0.00090126,0.0075716,0.0020813,0.0025566,0.073092,0.0024305,0.025581,0.0010528,0.04506,0.04433,0.061404,0.093225,0.39329,0.76654,1.0575,1.2814,1.46,0.87273,0.75225,0.6581,0.58531,0.52656,0.14989,0.11719,0.10572,0.099815,0.095874,0.83332,0.75777,0.72195,0.7002,0.68406,0.68956,0.35336,0.24276,0.92632,0.59878
0.27417,0.031556,1.7646,5.7849,0.0030237,0.0017163,0.00098505,0.00057641,0.000341,0.00020364,0.00012249,0.065057,0.0015999,0.013215,0.0031715,0.053461,0.078479,0.0022971,0.0043342,0.0020873,0.00068481,0.14714,0.0049277,0.015446,0.0025337,0.040678,0.20476,0.0023074,0.031118,0.0062249,0.0051589,0.14084,0.0067933,0.013675,0.0038067,0.018764,0.090075,0.0024383,0.0046192,0.0010142,0.0015066,0.072316,0.00069155,0.014286,0.00061003,0.042184,0.043599,0.061633,0.096101,0.40461,0.79649,1.1114,1.3558,1.5613,0.90191,0.80535,0.72601,0.66282,0.60819,0.18887,0.15439,0.14281,0.13694,0.13303,0.82975,0.75362,0.71801,0.69648,0.68006,0.63212,0.39406,0.25442,0.93853,0.63845
0.35385,0.055313,1.2089,3.1668,0.0044549,0.0023477,0.0011864,0.00061699,0.00031968,0.00016708,8.7518e-05,0.037664,0.0006037,0.010227,0.00065069,0.03246,0.047708,0.0014358,0.006483,0.0012326,0.00013696,0.177,0.0067012,0.0081725,0.0034228,0.063413,0.33829,0.010529,0.036143,0.011335,0.0097699,0.1849,0.003456,0.007554,0.0045235,0.0051132,0.073411,0.001827,0.0068237,0.0018904,0.00091308,0.043599,0.0015698,0.007947,0.0019303,0.019768,0.017029,0.032734,0.047663,0.34,0.80479,1.3102,1.7814,2.2009,0.95261,0.88795,0.81772,0.75243,0.69455,0.17191,0.13327,0.11435,0.10412,0.097851,0.8566,0.76855,0.7154,0.68184,0.65951,0.76646,0.62755,0.22992,0.90992,0.8228
0.38944,0.020045,0.52564,3.4264,0.00032349,0.00017269,6.2638e-05,2.9475e-05,1.2559e-05,5.8294e-06,2.6544e-06,0.073229,0.0032778,0.027211,0.002332,0.063185,0.068846,0.0028044,0.010483,0.0023416,0.0020088,0.14386,0.0077044,0.0012627,0.0033069,0.048165,0.2153,0.0069722,0.026433,0.0079633,0.0070307,0.14865,0.0070636,0.0050842,0.0041123,0.0081264,0.090394,0.0019445,0.010446,0.0023695,0.00063915,0.070763,0.0036015,0.022734,0.0038492,0.045654,0.038988,0.057661,0.092312,0.28732,0.5068,0.66462,0.78166,0.86863,0.8926,0.81026,0.75102,0.70723,0.67452,0.15374,0.12281,0.10926,0.10174,0.096924,0.86598,0.8029,0.76908,0.74722,0.73185,0.67852,0.567,0.22871,0.87473,0.78128
0.30385,0.017705,1.4365,6.0958,0.00082307,0.00042117,0.00021396,0.00011291,6.038e-05,3.2808e-05,1.8023e-05,0.063093,0.00042303,0.015525,0.00048775,0.052137,0.074598,0.0010149,0.0023967,0.0016192,9.1308e-05,0.14258,0.0032357,0.0057213,0.0020226,0.038943,0.22348,0.0051159,0.025806,0.0042122,0.01082,0.1513,0.0013181,0.0071109,0.0036972,0.01817,0.088066,0.0026531,0.0049536,0.0012757,0.0029675,0.065787,0.0024123,0.012898,0.0021404,0.04013,0.041819,0.056108,0.093179,0.38125,0.7202,0.96908,1.1502,1.283,0.83972,0.69329,0.5812,0.4965,0.43013,0.16381,0.12727,0.11534,0.11002,0.10715,0.82946,0.74705,0.70768,0.68565,0.67204,0.71646,0.26551,0.22168,0.93064,0.50332
0.25172,0.0087412,1.0708,4.9805,0.00011233,4.654e-05,1.9681e-05,9.0932e-06,4.3627e-06,2.1677e-06,1.1028e-06,0.062546,0.00083185,0.024777,0.00083185,0.05378,0.06912,0.0013001,0.0071468,0.0014843,0.0010957,0.14833,0.0024484,0.010771,0.0027047,0.046704,0.24845,0.0076184,0.055787,0.0043034,0.001187,0.15531,0.0049362,0.014594,0.00058048,0.012874,0.084688,0.00090527,0.0067957,0.00027698,0.00105,0.06912,0.0025371,0.020339,0.0022789,0.041271,0.034651,0.050356,0.077429,0.31671,0.59155,0.7841,0.90854,0.99467,0.74408,0.5219,0.36705,0.26658,0.19732,0.24187,0.19249,0.17514,0.1683,0.16464,0.85314,0.77572,0.73724,0.71842,0.70596,0.57872,0.095548,0.24682,0.96826,0.26139
0.41286,0.056536,0.897,2.5231,0.0029854,0.0015453,0.00067354,0.00032897,0.00015204,7.3371e-05,3.4786e-05,0.060628,0.0018398,0.019497,0.0022347,0.050128,0.066563,0.0044516,0.0070158,0.0021298,0.00063915,0.14728,0.0068993,0.01222,0.0027355,0.040723,0.26059,0.0046644,0.043924,0.0029009,0.0057524,0.15449,0.0080447,0.014988,0.0042263,0.002374,0.080122,0.0041178,0.0071642,0.0021309,0.00022827,0.06218,0.0024219,0.019521,0.00046056,0.039627,0.035838,0.050676,0.081629,0.47088,1.0278,1.5504,2.0285,2.4671,0.93765,0.86369,0.79408,0.73018,0.67135,0.10416,0.0785,0.069388,0.06431,0.060792,0.8157,0.7257,0.67906,0.6489,0.62729,0.79743,0.74482,0.22804,0.90141,0.89247
0.36124,0.03156,1.0583,3.6674,0.0013781,0.00069347,0.0003192,0.00015867,7.81e-05,3.9438e-05,2.0007e-05,0.064144,0.0021266,0.014696,0.0025222,0.050447,0.076333,0.00086707,0.0070387,0.0010201,0.0015522,0.15175,0.0024728,0.0084253,0.0036243,0.040084,0.2064,0.0040903,0.030059,0.0050383,0.00031958,0.14011,0.0043869,0.014808,0.0035787,0.01922,0.087062,0.0015689,0.0095158,0.0012791,0.00095873,0.072726,0.0021979,0.016111,0.0050625,0.043599,0.045608,0.058711,0.097151,0.47629,0.94217,1.274,1.5023,1.6761,0.88603,0.77485,0.69615,0.64191,0.60049,0.11795,0.090128,0.080716,0.076101,0.073328,0.80639,0.72159,0.68223,0.66075,0.64612,0.70853,0.57876,0.23537,0.88937,0.78966
0.29461,0.082083,1.3745,3.1714,0.012049,0.0071949,0.004243,0.0025229,0.001501,0.0008952,0.00053467,0.039901,0.00057603,0.0023897,4.0937e-05,0.036797,0.036797,0.0016358,0.0025312,0.00083714,0.0018262,0.14888,0.0050103,0.013619,0.00011282,0.090805,0.27721,0.01453,0.037001,0.0081009,0.02657,0.20439,0.0092868,0.016052,0.007596,0.075922,0.080762,0.00042596,0.0035343,0.0015217,0.0005935,0.056839,0.00069657,0.0041131,0.00063457,0.00031958,0.015294,0.065331,0.074598,0.22146,0.48169,0.76119,1.0454,1.3369,0.98086,0.9582,0.93368,0.90857,0.88254,0.21416,0.1771,0.15725,0.14605,0.13843,0.90628,0.84667,0.80803,0.78143,0.76025,0.55994,0.61217,0.31215,0.96985,0.81263
0.32774,0.048259,0.99477,2.9907,0.0028658,0.0015219,0.00074374,0.00038779,0.00020045,0.00010581,5.6081e-05,0.054556,0.0016652,0.012236,0.0011654,0.04716,0.057478,0.0017858,0.0043572,0.0014947,0.00041088,0.14947,0.005749,0.0044959,0.0018547,0.046749,0.28922,0.0054868,0.0053282,0.0014822,0.0070763,0.16276,0.005173,0.0041575,0.0048373,0.014929,0.083136,0.0012167,0.005714,0.0012781,0.00077611,0.053141,0.0017083,0.0069418,0.0004278,0.028671,0.029538,0.048941,0.071768,0.31008,0.63364,0.9779,1.3291,1.6799,0.95209,0.90257,0.85034,0.79744,0.74502,0.11929,0.092482,0.079862,0.072128,0.066763,0.86317,0.78538,0.73621,0.70121,0.67471,0.69744,0.60723,0.21352,0.92786,0.80931
0.34015,0.075225,1.2972,3.0594,0.0090854,0.0051878,0.0028916,0.0016356,0.00092384,0.00052391,0.00029748,0.061267,0.0013225,0.020135,0.0019988,0.054054,0.055789,0.0033711,0.0071669,0.0011066,0.00027392,0.13915,0.0036743,0.0057113,0.0024221,0.051771,0.25301,0.012887,0.02945,0.0035643,0.021914,0.16148,0.0040832,0.0052976,0.0016928,0.017303,0.081127,0.0027183,0.004867,0.0008177,0.0005935,0.06428,0.0020007,0.0153,0.0014405,0.031136,0.033145,0.058209,0.09254,0.35592,0.8047,1.26,1.6945,2.0997,0.96512,0.92112,0.87633,0.83332,0.79284,0.22445,0.18803,0.17201,0.16309,0.15611,0.8688,0.80215,0.76474,0.74037,0.72162,0.67959,0.62975,0.22902,0.95247,0.82423
0.25336,0.042107,1.8832,5.7898,0.0059998,0.003675,0.0022634,0.0014077,0.00088021,0.00055289,0.0003485,0.057524,0.00067066,0.011642,0.0013327,0.050128,0.055241,0.0015808,0.0046221,0.00044037,0.0020088,0.14691,0.0045193,0.010028,0.0042428,0.052593,0.26625,0.013671,0.053488,0.007034,0.027666,0.15837,0.0024793,0.012644,0.0031645,0.023877,0.08729,0.0028477,0.0029566,0.00075463,0.0015522,0.064189,0.0027696,0.0097115,0.0018998,0.031592,0.030862,0.05305,0.080305,0.32384,0.7027,1.1098,1.5199,1.9214,0.94378,0.87789,0.80674,0.73454,0.66258,0.18924,0.15414,0.13798,0.12789,0.12047,0.8682,0.7982,0.75695,0.72792,0.70449,0.66078,0.3991,0.30941,0.96116,0.64319
0.36448,0.037666,1.5269,4.646,0.0031128,0.0016305,0.00083347,0.00043505,0.00022717,0.00011948,6.3041e-05,0.065057,0.0012056,0.017854,0.001728,0.053369,0.073503,0.0021108,0.0071114,0.0014963,0.0026479,0.13838,0.0034073,0.011676,0.0013935,0.040951,0.21553,0.009214,0.041759,0.0044976,0.003698,0.14207,0.0047139,0.013713,0.0034885,0.012874,0.084231,0.0041701,0.0057031,0.00076732,0.0021457,0.072681,0.0010642,0.014298,0.0011519,0.045197,0.04748,0.059167,0.1019,0.4588,0.94135,1.3472,1.6833,1.9708,0.90979,0.81505,0.73566,0.67012,0.61415,0.13818,0.10721,0.096477,0.091588,0.088768,0.81741,0.73514,0.69421,0.67145,0.65786,0.7184,0.49551,0.2368,0.91797,0.72687
0.44577,0.063337,0.44845,1.8466,0.0016974,0.001094,0.00034124,0.00018146,6.5972e-05,3.2045e-05,1.264e-05,0.056656,0.0020005,0.00075983,0.00065523,0.04716,0.066837,0.0028136,0.0022882,0.0026784,0.0020088,0.15413,0.0024486,0.0034389,0.00142,0.048302,0.24233,0.010615,0.017796,0.0029027,0.0066654,0.15792,0.0032133,0.0039508,0.0039326,0.011642,0.082679,0.0034142,0.0023194,0.00096321,0.0037893,0.06282,0.002963,0.00096846,0.0011548,0.037893,0.03803,0.05095,0.087655,0.54232,1.2104,1.8275,2.3676,2.8391,0.93518,0.8557,0.78271,0.71919,0.66379,0.075567,0.055035,0.046936,0.042763,0.03967,0.79846,0.70429,0.65218,0.6206,0.59549,0.72173,0.92582,0.22182,0.85805,0.9758
0.38744,0.024459,0.82549,4.0161,0.00080029,0.00042466,0.00018755,9.3972e-05,4.541e-05,2.282e-05,1.1435e-05,0.071311,0.0011152,0.018221,0.0019665,0.053141,0.080305,0.002308,0.0095852,0.001488,0.002237,0.13737,0.0029405,0.01148,0.0014215,0.030451,0.18713,0.0046662,0.036669,0.0023508,0.010546,0.13144,0.0042428,0.011419,0.0019203,0.024699,0.085418,0.0010255,0.0079097,0.00024759,0.0026936,0.076379,0.0019084,0.013751,0.0015806,0.047799,0.052593,0.068024,0.11003,0.56992,1.1085,1.4637,1.6975,1.8645,0.82536,0.66004,0.55129,0.47972,0.42893,0.10574,0.082356,0.075593,0.07213,0.069748,0.78004,0.69696,0.66406,0.64473,0.63087,0.53308,0.56148,0.24563,0.80729,0.77729
0.24412,0.041112,2.311,7.3615,0.0077172,0.0048886,0.0031068,0.0019831,0.0012693,0.00081431,0.00052336,0.059761,0.0027352,0.010957,0.0011519,0.052,0.057615,0.001653,0.0057204,0.0019202,9.1308e-05,0.15116,0.008712,0.009339,0.0032562,0.063961,0.24854,0.0076538,0.030395,0.0066601,0.01744,0.15833,0.0044569,0.011203,0.0046129,0.012053,0.085738,0.0029203,0.0053755,0.0025403,0.00027392,0.066381,0.0034563,0.011415,0.00084244,0.029675,0.030816,0.060035,0.081629,0.27859,0.57453,0.85437,1.1119,1.3569,0.95046,0.89711,0.84584,0.798,0.7517,0.2956,0.25233,0.23413,0.22594,0.22013,0.88186,0.81918,0.7869,0.76877,0.75551,0.6027,0.34942,0.2293,0.96343,0.59479
